,Category,File name,Path,duration,rmsmean,rmsstd,zcr_mean,zcr_std,f0_mean,f0_std,mfcc mean 1,mfcc std 1,mfcc mean 2,mfcc std 2,mfcc mean 3,mfcc std 3,mfcc mean 4,mfcc std 4,mfcc mean 5,mfcc std 5,mfcc mean 6,mfcc std 6,mfcc mean 7,mfcc std 7,mfcc mean 8,mfcc std 8,mfcc mean 9,mfcc std 9,mfcc mean 10,mfcc std 10,mfcc mean 11,mfcc std 11,mfcc mean 12,mfcc std 12,mfcc mean 13,mfcc std 13,mfcc mean 14,mfcc std 14,mfcc mean 15,mfcc std 15,mfcc mean 16,mfcc std 16,mfcc mean 17,mfcc std 17,mfcc mean 18,mfcc std 18,mfcc mean 19,mfcc std 19,mfcc mean 20,mfcc std 20
0,hungry,F3BAEDDA-CDC0-4A65-90EE-5C372CEE4F3B-1437012059-1.1-m-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\F3BAEDDA-CDC0-4A65-90EE-5C372CEE4F3B-1437012059-1.1-m-26-hu.wav,7.0,0.08081582933664322,0.06986210495233536,0.11635968543046357,0.05695827655630305,417.0767097012217,87.69320986125369,-298.5330505371094,67.71858978271484,167.9665985107422,23.930734634399414,-87.81029510498047,43.77863311767578,13.669750213623047,12.994959831237793,33.323143005371094,16.7421875,-39.4554557800293,12.067813873291016,3.573455572128296,9.951863288879395,4.889822483062744,5.950577735900879,-22.778522491455078,6.621424198150635,8.159016609191895,13.597716331481934,-7.140692710876465,7.245678424835205,-22.82785987854004,6.531328201293945,8.002607345581055,11.845513343811035,-1.8573018312454224,9.674854278564453,-8.208154678344727,8.814362525939941,11.496249198913574,13.294139862060547,-4.724787712097168,9.804298400878906,-11.952804565429688,10.660256385803223,-2.2309813499450684,8.590137481689453,-14.496684074401855,8.305408477783203
1,hungry,FAE74A94-9968-43ED-958C-50D7C4C1F13C-1430770871-1.0-f-22-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\FAE74A94-9968-43ED-958C-50D7C4C1F13C-1430770871-1.0-f-22-hu.wav,7.0,0.0760669857263565,0.08606798946857452,0.06133750258692053,0.03542782932110273,395.19821049647527,78.1190998529721,-389.4256896972656,89.6766128540039,87.00714874267578,49.739078521728516,-21.04967498779297,34.927547454833984,-0.34892499446868896,9.029240608215332,6.8284687995910645,10.165237426757812,-21.142620086669922,17.101581573486328,-15.12353515625,11.420624732971191,-18.64826011657715,12.007591247558594,-29.044578552246094,18.1687068939209,-13.788253784179688,10.23484992980957,-11.528609275817871,7.732333660125732,-15.972960472106934,10.544706344604492,-1.4315848350524902,14.50670051574707,4.29740047454834,15.21498966217041,2.2138288021087646,13.21125316619873,5.5260009765625,14.028802871704102,0.7778609395027161,12.781804084777832,-1.3510710000991821,14.7450590133667,4.781588077545166,13.580445289611816,2.1962387561798096,13.853528022766113
2,hungry,4be720ce-a5e5-4a48-930f-a212f8a239f6-1434737668804-1.7-f-48-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\4be720ce-a5e5-4a48-930f-a212f8a239f6-1434737668804-1.7-f-48-hu.wav,6.78,0.007839659228920937,0.015937762334942818,0.08774012735445205,0.024819617236490447,367.9803376339213,92.37532062468262,-503.1946716308594,86.37088775634766,132.86181640625,45.566463470458984,-36.83302307128906,43.18319320678711,-7.016058921813965,19.61590003967285,10.19585132598877,17.07080841064453,-18.463050842285156,14.709053993225098,4.9686384201049805,10.13599681854248,4.9810566902160645,8.664933204650879,-16.157825469970703,9.125330924987793,-1.8230561017990112,8.570911407470703,-3.7152199745178223,5.416577339172363,-14.249631881713867,6.513111114501953,-0.849750816822052,8.805815696716309,-2.962101459503174,6.633942127227783,-9.77806282043457,6.898646354675293,-1.2000901699066162,8.003422737121582,-4.707639217376709,8.39041805267334,-7.696774959564209,6.601279258728027,-1.860363245010376,6.513082504272461,-7.226627826690674,6.319566249847412
3,hungry,bb2bdafb-0477-4be4-8c41-1a6192e8c6d4-1430637663087-1.7-m-72-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\bb2bdafb-0477-4be4-8c41-1a6192e8c6d4-1430637663087-1.7-m-72-hu.wav,6.66,0.0659763291478157,0.0665256604552269,0.0817199069033101,0.040565793095344194,419.397593479125,94.06487887228832,-290.8447570800781,76.73568725585938,144.49453735351562,44.87353515625,-44.96233367919922,25.455617904663086,4.996817588806152,14.64952278137207,12.977825164794922,16.58779525756836,-33.608665466308594,17.00704002380371,-10.757262229919434,14.392488479614258,-14.711627960205078,12.36767292022705,-22.378829956054688,11.566302299499512,6.556989669799805,12.362918853759766,-8.932771682739258,8.873944282531738,-19.528764724731445,9.786883354187012,5.266007423400879,7.396789073944092,-5.255740165710449,6.953301429748535,-12.164243698120117,9.771596908569336,2.534036636352539,7.226056098937988,-7.541627883911133,7.818112850189209,-5.700867176055908,7.783190727233887,7.98876953125,9.348994255065918,-1.8102176189422607,10.587014198303223
4,hungry,40a4c760-facf-4911-b0a6-22eccc3ab18d-1430477717469-1.7-f-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\40a4c760-facf-4911-b0a6-22eccc3ab18d-1430477717469-1.7-f-26-hu.wav,7.06,0.23584599792957306,0.15406237542629242,0.18523789702868854,0.09358854669194237,392.01001213602007,89.62822299644729,-186.8048095703125,79.3110122680664,152.99649047851562,43.7247200012207,-107.44491577148438,50.376487731933594,31.078874588012695,23.82230567932129,29.231468200683594,19.042219161987305,-54.22446060180664,17.745254516601562,17.50941276550293,11.69184398651123,7.490560054779053,12.782896041870117,-30.62129783630371,10.824359893798828,13.73369026184082,15.779287338256836,-10.78076457977295,9.552668571472168,-26.861103057861328,10.00766658782959,13.281704902648926,12.921598434448242,-9.88060188293457,8.518027305603027,-18.274635314941406,7.996738433837891,8.116048812866211,9.7393159866333,-11.058832168579102,7.487152576446533,-6.459651947021484,9.177371978759766,11.107215881347656,10.238994598388672,-8.15994644165039,9.348991394042969
5,hungry,40a4c760-facf-4911-b0a6-22eccc3ab18d-1430477726097-1.7-f-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\40a4c760-facf-4911-b0a6-22eccc3ab18d-1430477726097-1.7-f-26-hu.wav,7.06,0.23628517985343933,0.12560629844665527,0.18556928790983607,0.09287201607427162,374.6978384845205,78.7085216526235,-187.0843963623047,75.37784576416016,147.05545043945312,43.214141845703125,-108.5455551147461,52.81133270263672,26.01573944091797,18.144948959350586,22.40581703186035,19.69756317138672,-55.94466018676758,17.233583450317383,17.40908432006836,13.24121379852295,5.669009208679199,12.2344388961792,-29.531198501586914,9.477167129516602,16.94001007080078,15.455981254577637,-10.775010108947754,8.653733253479004,-27.709739685058594,9.519229888916016,14.809884071350098,13.681599617004395,-8.656344413757324,6.607999324798584,-19.012222290039062,9.26699161529541,6.9594197273254395,9.766114234924316,-11.128031730651855,7.383467197418213,-5.705291271209717,8.322057723999023,11.070216178894043,10.50748062133789,-7.985002517700195,11.6270751953125
6,hungry,815af07e-4c31-4032-8bd1-dab6e60c879e-1433156413683-1.7-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\815af07e-4c31-4032-8bd1-dab6e60c879e-1433156413683-1.7-m-04-hu.wav,6.94,0.1400168240070343,0.10997356474399567,0.16724204379180602,0.049375239364204834,461.0156055163452,90.06960859677666,-289.01873779296875,95.14823150634766,123.38521575927734,41.108402252197266,-124.10344696044922,55.49068069458008,7.337564945220947,16.452425003051758,30.00458526611328,23.351306915283203,-56.98240280151367,20.728660583496094,-3.5052425861358643,13.287525177001953,7.989006996154785,10.927559852600098,-27.664148330688477,12.267659187316895,6.732809066772461,11.2164888381958,-0.4206770956516266,8.302130699157715,-20.207202911376953,12.607845306396484,11.82909870147705,10.24697208404541,1.518710732460022,9.605183601379395,-16.245540618896484,13.640433311462402,7.774959564208984,11.812520980834961,5.096018314361572,10.734518051147461,-5.150390625,12.72780990600586,2.310662031173706,12.717400550842285,-4.273674488067627,11.206528663635254
7,hungry,5728DDD6-149B-412F-A14B-C29B9B5E415F-1432635069-1.0-m-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\5728DDD6-149B-412F-A14B-C29B9B5E415F-1432635069-1.0-m-26-hu.wav,7.0,0.05832286179065704,0.05071515217423439,0.08752198882450331,0.019174675648793372,368.3114714232381,61.937883535573164,-304.4715576171875,42.839962005615234,153.2724151611328,21.22859001159668,-63.20460510253906,25.024625778198242,-0.6576910018920898,9.676759719848633,19.17292022705078,9.293054580688477,-33.050750732421875,10.00048542022705,1.7227518558502197,8.57447338104248,10.764451026916504,10.148894309997559,-15.008910179138184,8.463628768920898,-1.202647089958191,5.334249496459961,-9.436471939086914,7.544860363006592,-20.969717025756836,7.439767360687256,-4.008993625640869,8.140971183776855,-10.914117813110352,8.194429397583008,-12.89185905456543,11.110352516174316,3.350106954574585,12.675950050354004,-5.221176624298096,12.569982528686523,-6.803743362426758,14.622705459594727,2.285886764526367,15.952016830444336,-9.467339515686035,13.303689956665039
8,hungry,86c2b87a-ae7c-46a3-b6fb-7ebe748812cf-1430036547966-1.7-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\86c2b87a-ae7c-46a3-b6fb-7ebe748812cf-1430036547966-1.7-m-04-hu.wav,7.04,0.04300590604543686,0.031187977641820908,0.07535432514391448,0.041349052539235986,376.27411195553384,70.0585463332304,-276.169921875,68.1561508178711,189.5623016357422,41.857215881347656,-53.79175567626953,23.927335739135742,13.6128511428833,14.06997013092041,25.339197158813477,9.931975364685059,-38.547157287597656,14.806178092956543,-2.422480583190918,12.004924774169922,1.1289210319519043,10.458189964294434,-22.589391708374023,11.042976379394531,5.114862442016602,6.192005157470703,-2.2505996227264404,5.441740989685059,-15.995033264160156,6.3359246253967285,4.2631940841674805,4.868162155151367,-6.133476257324219,4.962222099304199,-11.067488670349121,4.926270484924316,5.600170612335205,4.913064956665039,-5.555749893188477,4.845278263092041,-5.854567527770996,5.700416564941406,6.824621677398682,5.751372814178467,-3.9395880699157715,6.138468265533447
9,hungry,c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1429978271017-1.7-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1429978271017-1.7-m-04-hu.wav,6.78,0.05576317757368088,0.0745423287153244,0.06280266748715753,0.03063925609907861,403.32647321603173,89.15874765426757,-334.2759094238281,92.78239440917969,156.2816162109375,55.30446243286133,-45.88365173339844,36.42685317993164,0.7027780413627625,16.6376953125,13.276328086853027,10.839591979980469,-31.541915893554688,14.987074851989746,-4.9652605056762695,8.128366470336914,-6.745421409606934,7.973495960235596,-23.94409942626953,14.023114204406738,0.9318282008171082,8.908600807189941,-6.4969658851623535,7.691455364227295,-17.55208396911621,8.900734901428223,2.278414011001587,6.5820746421813965,-4.112584590911865,6.996150016784668,-7.600265026092529,8.456680297851562,6.1637187004089355,10.590347290039062,-4.954403877258301,9.125431060791016,-6.865272521972656,9.825689315795898,3.8596367835998535,10.133003234863281,-5.9126973152160645,9.587414741516113
